language = Spanish
locales = SP
fallback = Francais


# Spanish localization Salvoxea 
# Kubifaktorium.v11.7.2022


MainMenu.NewCampaign  = Nueva campaña
Story.Mission04.PartStartMetal.Outro.Dialogue10  =  Entramos y encontramos un pequeño cofre que contenía un papiro. Allí se menciona que es el "plan de automatización". No estoy seguro de qué es, pero los esquemas allí parecen muy avanzados.
Story.Mission04.PartStartMetal.Outro.Dialogue11  =  Hazme ver.
Story.Mission04.PartStartMetal.Outro.Dialogue12  =  Indica que si seguimos los pasos descritos, ya no tendremos que operar nuestros talleres manualmente. La producción funcionará por sí sola y nuestro personal estará libre para realizar otras tareas. ¡Casi suena demasiado bueno para ser verdad!
Story.Mission04.PartStartMetal.Outro.Dialogue13  =  ¡Esta es una gran noticia! Si logramos implementar estos planes, seremos mucho más rápidos. ¡Esta nueva tecnología bien puede permitirnos alcanzar a Grim!
Story.Mission04.PartStartMetal.Outro.Dialogue14  =  ¡O incluso superarlo! No parece sospechar en absoluto que exista tal pergamino.
Story.Mission04.PartStartMetal.Outro.Dialogue15  =  Debemos seguir los diagramas al pie de la letra. Si funciona como se espera, ¡será genial!
Story.Mission04.PartStartMetal.Outro.Dialogue2  =   Excelente, no puedo esperar a ver lo que encuentras!
Story.Mission04.PartStartMetal.Outro.Dialogue3  =  Al principio, no pudimos encontrar nada en absoluto. Y justo cuando estábamos a punto de renunciar a todo, notamos este hermoso templo. Era como si hubiera salido de la nada.
Story.Mission04.PartStartMetal.Outro.Dialogue4  =  ¡Me hubiera gustado ver esto con mis propios ojos!
Story.Mission04.PartStartMetal.Outro.Dialogue5  =  ¡Fue realmente impresionante! Al frente, había dos estatuas gigantes de dioses-pájaros. Parecían extrañamente poderosos, realmente no puedo explicar por qué...
Story.Mission04.PartStartMetal.Outro.Dialogue6  = Pero desafortunadamente, la entrada estaba sellada por una enorme roca, similar al templo de la isla anterior.
Story.Mission04.PartStartMetal.Outro.Dialogue7  =  Mientras tratábamos de encontrar una forma de entrar, notamos palabras talladas en piedra sobre la entrada: "El dios de la sabiduría compartirá con los puros de corazón".
Story.Mission04.PartStartMetal.Outro.Dialogue8  =  Después de leer esta oración, mis ojos se posaron en una piedra que se veía un poco diferente a las demás... ¡La toqué y la gran puerta de piedra se abrió!
Story.Mission04.PartStartMetal.Outro.Dialogue9  =   Qué extraño... ¿Qué pasó después?
Story.Mission05.AutomateSmelting.Description  =  Automatice la producción de lingotes
Story.Mission05.AutomateSmelting.Outro.Dialogue1  =  ¡Ni siquiera puedo imaginar cuánto tiempo nos hubiera llevado producir todos estos lingotes si no hubiéramos automatizado la fundición!
Story.Mission05.AutomateSmelting.Outro.Dialogue2  =  Hmm, supongo que ahorramos muchas horas, ¡tal vez incluso días! Definitivamente valió la pena ponerlo todo junto.
Story.Mission05.AutomateSmelting.Outro.Dialogue3  =  Nunca deja de sorprenderme... Esta antigua tecnología es mucho más sofisticada que cualquier cosa que podamos haber inventado nosotros mismos.
Story.Mission05.Biome.Description  =  Llegar a terreno volcánico
Story.Mission05.Biome.Intro.Dialogue1  =  Me alegro de que nos hayamos librado de Grim. Este tipo tenía un aura realmente desagradable.
Story.Mission05.Biome.Intro.Dialogue10  =  Sugiero que empecemos explorando la isla. ¿Ves esas cenizas viniendo hacia nosotros? Si los seguimos, podrían llevarnos a un nuevo bioma donde podríamos encontrar más pistas.
Story.Mission05.Biome.Intro.Dialogue2  =  Lo menos que podemos decir es que no es del tipo en el que puedes confiar.
Story.Mission05.Biome.Intro.Dialogue3  =  ¡Hola a todos, miren! ¡Ahí mismo! ¿No es este el galeón legendario que buscábamos?
Story.Mission05.Biome.Intro.Dialogue4  =  Probablemente tengas razón, ¡debe ser eso! Pero no parece muy convincente en su estado actual.
Story.Mission05.Biome.Intro.Dialogue5  =  De hecho, es probable que sea mucho trabajo arreglarlo, pero al menos tenemos un punto de partida.
Story.Mission05.Biome.Intro.Dialogue6  =  Espera, ¿por qué no podemos usar el bote que tenemos? Siempre nos ha servido bien y es sólido. Reparar este viejo galeón requeriría demasiado tiempo y energía.
Story.Mission05.Biome.Intro.Dialogue7  = Recuerda la estela que encontramos al comienzo de nuestro viaje. Dijo que tendremos que cruzar las aguas malditas. No creo que nuestro barco sea suficiente para enfrentar tal desafío.
Story.Mission05.Biome.Intro.Dialogue8  =  Parece que la única manera de llegar más lejos en nuestro viaje es restaurar el legendario galeón. Estoy seguro de que valdrá la pena restaurarlo a su antigua gloria.
Story.Mission05.Biome.Intro.Dialogue9  =  Odelia tiene razón, debemos confiar en los escritos antiguos que hemos encontrado. Hasta ahora han demostrado ser muy útiles.
Story.Mission05.Biome.Outro.Dialogue1  =  El suelo está cubierto de polvo rojo y estas cenizas se arremolinan en el aire. ¡Que lugar tan fascinante!
Story.Mission05.Biome.Outro.Dialogue10  =  Pero, ¿y los materiales? Si no podemos leer las palabras, ¿cómo podemos saber qué usar?
Story.Mission05.Biome.Outro.Dialogue11  =  Dado que encontramos la tablilla aquí, es muy probable que el galeón se haya construido en esta misma isla. Por tanto, es razonable pensar que sus constructores utilizaron los materiales que encontraron en esta isla.
Story.Mission05.Biome.Outro.Dialogue12  =  ¡Es lógico! Agradecemos tenerte con nosotros Oswald, eres un artesano muy talentoso.
Story.Mission05.Biome.Outro.Dialogue13  =  Sabes, es un proyecto tan grande, probablemente el más grande que hemos emprendido hasta ahora... Ni siquiera sé por dónde empezar... Absolutamente tiene que tener éxito, de lo contrario no podremos cruzar los mares malditos.
Story.Mission05.Biome.Outro.Dialogue14  =  Te entiendo Ulrich, tienes un gran peso sobre tus hombros. Pero hasta ahora, nos has guiado en la dirección correcta. Sigamos dando lo mejor de nosotros y tengamos confianza en nuestra búsqueda y hacia dónde nos llevará.
Story.Mission05.Biome.Outro.Dialogue15  =  Déjame darte un consejo. Al emprender una tarea tan difícil, lo mejor es ir paso a paso. Es más la forma en que lo piensas lo que lo hace impresionante y aterrador.
Story.Mission05.Biome.Outro.Dialogue16  =  Nuestro viaje hasta ahora ha sido difícil, pero ha resultado exitoso porque hemos hecho todo en su tiempo. Pensándolo ahora, ¡incluso nos damos cuenta de que no había razón para preocuparse!
Story.Mission05.Biome.Outro.Dialogue17  =  Gracias Oswald, ¡eso es exactamente lo que necesitaba escuchar! Comencemos de inmediato reparando la estructura del galeón. Durante este tiempo, otros pueden comenzar a recolectar recursos de este nuevo bioma. Probablemente lo necesitaremos más tarde.
Story.Mission05.Biome.Outro.Dialogue3  = ¡Mira esas geodas brillantes! Deben contener minerales diferentes a los que hemos encontrado antes.
Story.Mission05.Biome.Outro.Dialogue5  =  Investigué un poco y me encontré con un edificio antiguo. Sus paredes están cubiertas con representaciones del legendario barco y cómo fue construido.
Story.Mission05.Biome.Outro.Dialogue7  =  ¡Genial, Oswald podrá echar un vistazo!
Story.Mission05.Biome.Outro.Dialogue9  =  A ver... Los bocetos de construcción son bastante sencillos. Deberíamos poder restaurar fácilmente el galeón basándonos en ellos.
Story.Mission05.Materials2.Description  =  Reúne los materiales necesarios para completar el galeón.
Story.Mission05.Materials2.Outro.Dialogue1  =  Genial, estos recursos nos permitirán crear todos los elementos necesarios para construir el legendario galeón.
Story.Mission05.Materials2.Outro.Dialogue2  =  ¡Los minerales que hemos extraído casi parecen joyas porque brillan!
Story.Mission05.Materials2.Outro.Dialogue3  =  No pude resistir la tentación de ir a ver de cerca los edificios antiguos de esta isla. No sé para qué servían. Algunos parecen casi templos, otros mausoleos.
Story.Mission05.Materials2.Outro.Dialogue4  =  Su punto en común es que no fueron construidos sino tallados directamente en estas montañas rojas. ¡Es realmente impresionante!
Story.Mission05.Materials2.Outro.Dialogue5  =  Solo puedo sentir respeto por estas obras monumentales. ¡Seguramente debe haber tomado años!
Story.Mission05.Materials2.Outro.Dialogue6  =   Su esfuerzo valió la pena. Después de todo este tiempo, todavía podemos admirar su trabajo e inspirarnos en él.
Story.Mission05.UpgradePhase1.Description  = Construye la estructura del galeón.
Story.Mission05.UpgradePhase1.Outro.Dialogue1  =  ¡Mira el tamaño de este galeón! ¡Podremos transportar muchos más suministros de isla en isla a partir de ahora!
Story.Mission05.UpgradePhase1.Outro.Dialogue2  =  ¡Qué buena noticia! El galeón realmente está empezando a tomar forma.
Story.Mission05.UpgradePhase1.Outro.Dialogue3  =  Eso es seguro. Cuando llegamos aquí estaba completamente cubierto de musgo y enredaderas. El trabajo de restauración que estamos haciendo realmente está comenzando a dar sus frutos.
Story.Mission05.UpgradePhase1.Outro.Dialogue5  =  Reconozco que este galeón estaba muy bien dibujado. ¡Ahora está en camino de convertirse en legendario!
Story.Mission05.UpgradePhase2.Description  =  Construye el interior del galeón.
Story.Mission05.UpgradePhase2.Outro.Dialogue1  =  ¡El interior es suntuoso! El mobiliario es bastante elegante y las telas que decoran los camarotes son de gran finura.
Story.Mission05.UpgradePhase2.Outro.Dialogue2  =  Gran trabajo, definitivamente va a ser un gran barco, ¡no puedo esperar a ver cómo resulta!
Story.Mission05.UpgradePhase2.Outro.Dialogue3  =  ¡Incluso imagino que no querremos abandonar el galeón una vez que lo hayamos abordado!
Story.Mission05.UpgradePhase2.Outro.Dialogue4  =  Vaya, es mucho trabajo, pero también es un gran honor trabajar en un galeón legendario.
Story.Mission05.UpgradePhase2.Outro.Dialogue5  =  En verdad, ¡siempre soñé con tener la oportunidad de construir algo tan grandioso!
Story.Mission05.UpgradePhase2.Outro.Dialogue6  =   Para este último paso tendremos que utilizar materiales especiales que nunca antes habíamos utilizado.
Story.Mission05.UpgradePhase2.Outro.Dialogue7  =  El acero es más fuerte que el hierro y se utilizará para reforzar el casco del barco. ¡El oro rosa es más noble que el oro clásico y se utilizará para hacer que el barco sea tan espléndido como se merece!
Story.Mission05.UpgradePhase3.Description  =  Completa el Galeón
Story.Mission05.UpgradePhase3.Outro.Dialogue1  = ¡Que trabajo! ¡No puedo quitar mis ojos de este hermoso barco!
Story.Mission05.UpgradePhase3.Outro.Dialogue2  =  De hecho, es majestuoso. ¡Es incluso mejor de lo que imaginaba!
Story.Mission05.UpgradePhase3.Outro.Dialogue3  =  Ahora podemos navegar los mares más peligrosos sin miedo.
Story.Mission05.UpgradePhase3.Outro.Dialogue4  =  Entiendo mejor por qué este galeón fue llamado "legendario". Hay algo especial en él...
Story.Mission05.UpgradePhase3.Outro.Dialogue5  =  ¡Os recuerdo que da mala suerte no poner nombre a vuestro barco! Me parece que Erwin vio la palabra "Njord" escrita en el chasis. Será mejor que le devolvamos su antiguo nombre.
Story.Mission05.UpgradePhase3.Outro.Dialogue6  =  ¡Muy bien a todos, embarquémonos en el Njord y continuemos nuestra aventura!
Story.Mission05.UpgradePhase3.Outro.Dialogue7  =  ¡Sí! ¡El primero en abordar tiene derecho a pilotar el barco!
Story.Mission05.UpgradePhase3.Outro.Dialogue8  =  Hmmm, me pregunto qué trama Grim... ¿No es un poco sospechoso que no hayamos tenido noticias suyas hasta ahora?
Story.Mission05.UpgradePhase3.Outro.Dialogue9  =  La verdad es que es bastante sospechoso...
Story.Mission06.AutomationResources.Description  =  Prepárese para una mayor automatización
Story.Mission06.AutomationResources.Outro.Dialogue1  =  Es realmente fascinante ver cómo los animales salvajes se han adaptado a este duro entorno. Las ranas tienen la piel más gruesa, los conejos tienen orejas más pequeñas y los lobos tienen el pelo más corto.
Story.Mission06.AutomationResources.Outro.Dialogue2  =  Han pasado toda su vida en esta isla. ¡Se aprovechan de este lugar como si fuera lo mejor! Seguramente podríamos aprender una lección de esto...
Story.Mission06.AutomationResources.Outro.Dialogue3  =  Empiezo a creer que el viaje en sí terminará enseñándonos mucho.
Story.Mission06.AutomationResources.Outro.Dialogue4  =  A veces me pregunto... ¿Y si siempre hubiera sido nuestro destino venir aquí y emprender este viaje para romper esta maldición?
Story.Mission06.AutomationResources.Outro.Dialogue5  = Veo a que te refieres. Hay como una fuerza invisible que nos empuja hacia nuestra meta. ¿Cuán probable era que esta antigua leyenda nos llevara a algo? Y ahora estamos aquí, en el camino hacia el secreto...
Story.Mission06.BuildCrushing.Description  =  Minería avanzada de minerales
Story.Mission06.BuildCrushing.Outro.Dialogue1  =  Ahora que tenemos un buen suministro de acero, creo que sería un buen momento para fabricar mejores herramientas.
Story.Mission06.BuildCrushing.Outro.Dialogue2  =  Es cierto, es una buena idea. Mejores herramientas nos permitirán extraer recursos aún más robustos y fabricar materiales y edificios de mayor calidad.
Story.Mission06.BuildCrushing.Outro.Dialogue3  =  ¡¿Lo que realmente?! Pensé que habíamos terminado con nuestro trabajo en esta isla... ¿Soy yo o es interminable?
Story.Mission06.BuildCrushing.Outro.Dialogue4  =   ¡No tengas tanta prisa por acabar con esto! ¡Este no es momento para descansar, después de todo, tenemos una misión que completar!
Story.Mission06.BuildCrushing.Outro.Dialogue5  =  Sí, tienes razón... Solo estoy cansada... ¡Pero al mismo tiempo, también estoy muy agradecida por todos los descubrimientos arqueológicos que he podido hacer hasta ahora!
Story.Mission06.BuildCrushing.Outro.Dialogue6  =  ¡Jaja, ese es el Erwin que conocemos!
Story.Mission06.BuildQuarries.Description  =  Extracción de recursos automatizada
Story.Mission06.DefeatEnemies.Description  =  Comprar campamentos enemigos
Story.Mission06.DefeatEnemies.Intro.Dialogue1  =  ¡El galeón legendario es realmente impresionante! Si pudiéramos quedarnos a bordo...
Story.Mission06.DefeatEnemies.Intro.Dialogue10  =  ¡Es de mala educación cortar! Sospechaba que no habíamos terminado contigo...
Story.Mission06.DefeatEnemies.Intro.Dialogue11  =  ¡Ay, nunca! Me colé en el barco. Realmente disfruté las pequeñas decoraciones caprichosas y especialmente la deliciosa comida. Además, ¡has mejorado desde la última vez! ¡Nyaha!
Story.Mission06.DefeatEnemies.Intro.Dialogue12  =  ¡Qué ladrón! Pero, ¿qué quieres al final? ¡Tenemos el galeón legendario con nosotros, estás fuera de carrera!
Story.Mission06.DefeatEnemies.Intro.Dialogue13  =  Sí, lo sé... Pero adivina qué, mientras hablabas con tus pequeños camaradas, reuní a todas las criaturas feroces que viven en esta isla para mi causa.
Story.Mission06.DefeatEnemies.Intro.Dialogue14  =  Pensé que si no podía tener el secreto por mí mismo, tampoco te dejaría tenerlo. ¡Saborearás mi venganza!
Story.Mission06.DefeatEnemies.Intro.Dialogue15  =  Mi plan es simple, pero ingenioso. Las criaturas han acampado por toda la isla, ¡así que estás atrapado por todos lados!
Story.Mission06.DefeatEnemies.Intro.Dialogue16  =  Además, también capturamos a los colonos que vivían en la isla. Entonces, si no quieres que se lastimen, no tienes que atacar. ¡Nyahaha!
Story.Mission06.DefeatEnemies.Intro.Dialogue17  =  Puaj...
Story.Mission06.DefeatEnemies.Intro.Dialogue18  = ¡Hay que decir que estas criaturas eran fáciles de convencer! Solo tenía que decirles que viniste a robarles. Y como yo hablo su idioma y tú no, no podrás hacerles cambiar de opinión.
Story.Mission06.DefeatEnemies.Intro.Dialogue2  =   ¡No te preocupes, pronto estaremos de vuelta a bordo!
Story.Mission06.DefeatEnemies.Intro.Dialogue20  =  No nos lo estás poniendo fácil, ¡pero encontraremos la manera!
Story.Mission06.DefeatEnemies.Intro.Dialogue21  =  ¡Ja, ja, ja, pruébalo y verás! Bueno, voy a ir a buscar a mis nuevos amigos, ¡buena suerte!
Story.Mission06.DefeatEnemies.Intro.Dialogue22  =  Oh no, ¿qué vamos a hacer ahora? Tampoco podemos atacar por culpa de los rehenes...
Story.Mission06.DefeatEnemies.Intro.Dialogue23  =  Estas criaturas se ven temibles. Mejor tener cuidado...
Story.Mission06.DefeatEnemies.Intro.Dialogue24  =  Es cierto que dan miedo, pero probablemente no sean tan terribles como parecen. El problema es que Grim logró corromperlos. Creen que venimos aquí a robarles...
Story.Mission06.DefeatEnemies.Intro.Dialogue25  =  Tienes razón. Debe haber cosas que codicien y si podemos ofrecerles, seguramente podremos recuperar su confianza.
Story.Mission06.DefeatEnemies.Intro.Dialogue26  =  Incluso si no hablamos su idioma, ¡podemos intentar comunicarnos! Al comprender lo que les interesa, es posible que podamos calmar la situación.
Story.Mission06.DefeatEnemies.Intro.Dialogue27  =  ¿Qué pasa si nos malinterpretan y piensan que estamos tratando de robarles? ¡Tu idea parece realmente arriesgada!
Story.Mission06.DefeatEnemies.Intro.Dialogue28  =  Es la única forma de avanzar. Recuerda, ser valiente no significa no tener miedo, ¡sino actuar a pesar del miedo!
Story.Mission06.DefeatEnemies.Intro.Dialogue3  =  Lo que me sorprende es que aquí realmente no me quemo como en el desierto.
Story.Mission06.DefeatEnemies.Intro.Dialogue4  =  Wow, eso es raro... Creo que todas esas partículas de ceniza en la atmósfera están bloqueando los rayos del sol.
Story.Mission06.DefeatEnemies.Intro.Dialogue5  =  ¡Que lugar! Estos lagos de lava hirviendo son tan calientes que toda la vegetación circundante se carboniza.
Story.Mission06.DefeatEnemies.Intro.Dialogue6  =  Dado que el clima aquí es tan especial, no podremos cultivar los cultivos a los que estamos acostumbrados. Por eso debemos exportar los recursos que tenemos en abundancia y usar el Monedas para importar lo que vamos a necesitar.
Story.Mission06.DefeatEnemies.Intro.Dialogue7  =  Recuerde que aún no hemos llegado al final de nuestra búsqueda, debemos mantenernos en guardia y prepararnos para lo que se avecina.
Story.Mission06.DefeatEnemies.Intro.Dialogue8  =  Tus palabras son sabias, preparémonos para...
Story.Mission06.DefeatEnemies.Intro.Dialogue9  =  ... ¡Preparaos para mi llegada!
Story.Mission06.DefeatEnemies.Outro.Dialogue1  = ¡Lo hemos conseguido! ¡No estaba seguro de que nuestro plan realmente fuera a funcionar!
Story.Mission06.DefeatEnemies.Outro.Dialogue2  =  Resulta que las criaturas de esta isla no eran tan hostiles después de todo...
Story.Mission06.DefeatEnemies.Outro.Dialogue3  =  Sí, nuestro miedo inicial era peor que estos supuestos enemigos.
Story.Mission06.DefeatEnemies.Outro.Dialogue4  =  También estoy muy aliviado de que hayan liberado a todos los rehenes sin hacerles daño.
Story.Mission06.DefeatEnemies.Outro.Dialogue5  =  Los recién llegados pueden unirse a nosotros en nuestra aventura si lo desean. Nuestra búsqueda no es fácil, ¡pero realmente vale la pena!
Story.Mission06.DefeatEnemies.Outro.Dialogue6  =  Parece que todos los enemigos han abandonado la isla. Me pregunto adónde irán ahora.
Story.Mission06.DefeatEnemies.Outro.Dialogue7  =  Quién sabe, tal vez nunca tuvieron la intención de quedarse en esta isla. Los recursos que les hemos dado seguramente servirán como provisiones para su propio viaje.
Story.Mission06.DefeatEnemies.Outro.Dialogue8  =  Me pregunto dónde está Grim. ¡No creo que realmente aprecie lo que está a punto de descubrir!
Story.Mission06.Final.Description  =  Para abrochar la hebilla
Story.Mission06.Final.Outro.Dialogue1  =  Lo divertido es que Grim no parece darse cuenta de que logramos frustrar sus planes. Probablemente esté demasiado ocupado festejando pensando que no podemos asistir.
Story.Mission06.Final.Outro.Dialogue2  =  ¡Cuando se habla del lobo! Mira quién viene hacia nosotros...
Story.Mission06.Final.Outro.Dialogue3  =  ¡¿Esperar lo?! ¿Cómo has llegado hasta aquí? ¿Dónde están todos los campamentos enemigos? ¡Se suponía que no te dejarían pasar!
Story.Mission06.Final.Outro.Dialogue4  =  Como puedes ver, todos se han ido. No fue muy inteligente de tu parte subestimarnos.
Story.Mission06.Final.Outro.Dialogue5  =  ¡Malditos sean todos! De cualquier manera, no importa. He visto a muchos aventureros como tú embarcarse en esta búsqueda. Todos fallaron. Ninguno de ellos entendió que ellos... Bueno, ya verás. ¡Adiós perdedores! ¡Disfruta de tu pequeña victoria!
Story.Mission06.Final.Outro.Dialogue6  =  Me pregunto qué quiso decir. "Ninguno de ellos entendió que ellos..." ¿Pero ellos qué? ¿Qué significa todo esto?
Story.Mission06.Final.Outro.Dialogue7  =  No te preocupes, solo se está riendo de nosotros. Vamos, cuanto más rápidos seamos, menos tiempo tendrá para idear otro de sus malvados planes.
Story.Mission06.Tools.Description  =  Herramientas artesanales de acero.
Story.Mission06.Tools.Outro.Dialogue1  =   ¡Excelente! ¡Apuesto a que podemos construir casi cualquier cosa ahora que tenemos estas herramientas de primera línea! Creo que estamos bastante bien preparados para lo que viene después.
Story.Mission06.Tools.Outro.Dialogue2  =  Estas herramientas son de una solidez impresionante. Ya me encanta el bricolaje pero con estas herramientas seguro que me gustará aún más!
Story.Mission06.Tools.Outro.Dialogue3  =  Ya puedo verte jugando toda la noche...
Story.Mission06.Tools.Outro.Dialogue4  =  Jaja, no puedo descartarlo en absoluto!
Story.Mission07.Decoration1.Description  = Decoraciones artesanales (1/4)
Story.Mission07.Decoration2.Description  =  Decoraciones artesanales (2/4)
Story.Mission07.Decoration3.Description  =  Decoraciones artesanales (3/4)
Story.Mission07.Decoration4.Description  =  Decoraciones artesanales (4/4)
Story.Mission07.Drink1.Description  =  Proporcionar bebidas (1/4)
Story.Mission07.Drink2.Description  =  Proporcionar bebidas (2/4)
Story.Mission07.Drink3.Description  =  Proporcionar bebidas (3/4)
Story.Mission07.Drink4.Description  =  Proporcionar bebidas (4/4)
Story.Mission07.Food1.Description  =  Proporcionar comida (1/4)
Story.Mission07.Food2.Description  =  Proporcionar comida (2/4)
Story.Mission07.Food3.Description  =  Proporcionar comida (3/4)
Story.Mission07.Food4.Description  =  Proporcionar comida (4/4)
Story.Mission07.Housing1.Description  =  Construir casas (1/4)
Story.Mission07.Housing2.Description  =  Construir casas (2/4)
Story.Mission07.Housing3.Description  =  Construir casas (3/4)
Story.Mission07.Housing4.Description  =  Construir casas (4/4)
Story.Mission07.Social1.Description  =  Construir infraestructura recreativa (1/3)
Story.Mission07.Social2.Description  =  Construir infraestructura recreativa (2/3)
Story.Mission07.Social3.Description  =  Construir instalaciones de ocio (3/3)
Story.Mission07.Tier1.Intro.Dialogue1  =  Bueno, espero que las cosas se pongan más fáciles a partir de aquí.
Story.Mission07.Tier1.Intro.Dialogue10  =  ¡Es terrible! Tenemos que empezar todo de nuevo, todo nuestro esfuerzo...
Story.Mission07.Tier1.Intro.Dialogue11  =  Espero que no te moleste que te preste tus suministros. Después de todo, realmente necesitaba comida para calmar mi frustración. ¡Creo que ahora estamos a mano!
Story.Mission07.Tier1.Intro.Dialogue11b  =  ¿No estás de acuerdo? Oh bueno que mal. Además, tienes otros problemas que resolver. Así que escucha mi último consejo...
Story.Mission07.Tier1.Intro.Dialogue12  =  Grim, ¡te robaste todos nuestros suministros de alimentos! ¡Tú eres el que creó este lío!
Story.Mission07.Tier1.Intro.Dialogue13  =  ¿Soy yo? Déjame decirte algo. De hecho, robé tu comida... ¡pero fuiste tú quien fue lo suficientemente tonto como para confiar en las provisiones y el puerto de embarque en primer lugar!
Story.Mission07.Tier1.Intro.Dialogue16  =  Pronto te darás cuenta de que eres tu peor enemigo. Mírate, estás varado en esta isla rodeada de aguas malditas, sin provisiones... Qué triste.... ¡O no, nyahaha!
Story.Mission07.Tier1.Intro.Dialogue17  =  Ahora que he terminado con esta última lección para ti, me voy. No tiene sentido que pierda más tiempo. Nunca encontrarás el secreto, es inútil intentarlo más. Aquí es donde termina tu pequeña y estúpida búsqueda. ¡Adiós, montón de perdedores!
Story.Mission07.Tier1.Intro.Dialogue18  =  No tenemos provisiones ni puerto comercial. Estamos solos... *br* Será difícil superar esto.
Story.Mission07.Tier1.Intro.Dialogue18a  =  Qué desgracia...
Story.Mission07.Tier1.Intro.Dialogue19  = Grim realmente nos atrapó esta vez... ¡¿Cómo se atreve a decir que causamos nuestra desgracia?!
Story.Mission07.Tier1.Intro.Dialogue2  =   Sí, después de todo lo que pasamos en la última isla, creo que todos necesitan un poco de descanso y tiempo libre. ¿Qué tal tener una fiesta todos juntos? ¡Esta sería una gran oportunidad para conocer a nuestros nuevos reclutas!
Story.Mission07.Tier1.Intro.Dialogue20  =  Lo siento mucho. Debería haberlo visto venir...
Story.Mission07.Tier1.Intro.Dialogue20b  =  Al menos Grim se ha ido para siempre ahora.
Story.Mission07.Tier1.Intro.Dialogue21  =  No creo que debamos creer todo lo que dice... *br*¿Por dónde deberíamos empezar?
Story.Mission07.Tier1.Intro.Dialogue22  =  Será mucho trabajo pero debemos renovar las existencias de provisiones que nos robó. Afortunadamente, esta isla parece tener suficientes recursos.
Story.Mission07.Tier1.Intro.Dialogue23  =  Tienes razón, esta isla lo tiene todo para satisfacer las necesidades de todos. ¡Entonces vamos!
Story.Mission07.Tier1.Intro.Dialogue3  =  ¿No piensas en otra cosa que no sea comer?... Es broma. ¡También agradecería una buena comida con todos!
Story.Mission07.Tier1.Intro.Dialogue5  =  ¡Es una excelente idea! Ahora buscaré lo que se necesita en nuestras reservas.
Story.Mission07.Tier1.Intro.Dialogue6  =  ¡¿QUÉIII?! ¡Nuestras provisiones, han desaparecido todas!
Story.Mission07.Tier1.Intro.Dialogue7  =  ¿Estás bromeando? No puedo creerlo ! ¿Como es posible?
Story.Mission07.Tier1.Intro.Dialogue8  =  Oh no... todas esas buenas comidas que habíamos preparado. Al menos podemos usar el Monedas que todavía tenemos para importar alimentos.
Story.Mission07.Tier1.Intro.Dialogue9  =  Desafortunadamente, tengo más malas noticias. Como estamos en medio de aguas malditas, ningún barco podrá venir a comerciar con nosotros. Por lo tanto, no hay necesidad de construir un puerto de envío.
Story.Mission07.Tier1.Outro.Dialogue1  =  Bien, el primer paso ha terminado. ¡Tal vez no sea tan terrible como pensamos inicialmente!
Story.Mission07.Tier1.Outro.Dialogue2  =  ... ¡o tal vez va a ser más difícil de lo que pensábamos!
Story.Mission07.Tier1.Outro.Dialogue3  =  No tiene sentido discutir sobre eso ahora. Tenemos que volver al trabajo.
Story.Mission07.Tier1.Outro.Dialogue4  =  ¡Estoy de acuerdo!
Story.Mission07.Tier1.Outro.Dialogue5  = El extremo norte de esta isla está cubierto por un nuevo bioma. Parece ser mucho más frío que los biomas que hemos encontrado hasta ahora.
Story.Mission07.Tier1.Outro.Dialogue6  =  Es fascinante ver cómo esta isla puede albergar cuatro biomas diferentes al mismo tiempo. La taiga es realmente magnífica. Puedo oler el aroma de los pinos aquí arriba.
Story.Mission07.Tier1.Outro.Dialogue7  =  ¿Has visto los pingüinos y las crías de foca? ¡No puedo decidir cuáles son los más lindos!
Story.Mission07.Tier1.Outro.Dialogue8  =  Es bastante sorprendente cómo incluso un ambiente tan frío puede albergar vida.
Story.Mission07.Tier2.Outro.Dialogue1  =  ¿Te das cuenta de lo especial que es esta isla con sus cuatro biomas? Nunca he visto algo así.
Story.Mission07.Tier2.Outro.Dialogue10  =  En lugar de hablar de ustedes dos, tengo una tarea importante para ustedes. Ahora que tenemos acceso al acero, podemos construir trenes para conectar partes distantes de nuestra colonia. Simplemente elabore algunas piezas de la pista para comenzar.
Story.Mission07.Tier2.Outro.Dialogue11  =  ¡Buena idea, los trenes realmente podrían ayudarnos!
Story.Mission07.Tier2.Outro.Dialogue12  =  Sabes, las palabras de Grim todavía resuenan en mi cabeza "eres tu peor enemigo". Me pregunto qué tenía en mente cuando dijo eso...
Story.Mission07.Tier2.Outro.Dialogue13  =  Ah, no lo pienses demasiado. Estoy seguro de que es solo otro de sus trucos para hacernos daño. ¿Recuerdas cómo les mintió a las criaturas de la última isla para volverlas contra nosotros?
Story.Mission07.Tier2.Outro.Dialogue14  =  No sé. Quizá haya algo de verdad en todo esto...
Story.Mission07.Tier2.Outro.Dialogue2  =  Me pregunto qué bioma prefiero. ¡Todos son interesantes de una forma u otra!
Story.Mission07.Tier2.Outro.Dialogue4  =  Noté que ciertas especies animales como conejos, ranas y serpientes aparecen en varios biomas. Supongo que algunos de sus ancestros se fueron a explorar otros biomas y se adaptaron a ellos con el tiempo.
Story.Mission07.Tier2.Outro.Dialogue5  =  Volviendo a nuestra misión, ahora estamos a la mitad de producir lo que la colonia necesita.
Story.Mission07.Tier2.Outro.Dialogue6  = Producir todo de nuevo es sorprendentemente tedioso. Esta comida exótica, estas casas sofisticadas...
